brand,family,reference,name,movement,produced,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,limited
breitling,colt,a7738853/bd46/408x/a14ba.1,colt lady diamond / volcano black / calf / pin,,2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,black,,mixed,stick,no
breitling,colt,a7738853/c908/141s,colt lady diamond / mariner blue / rubber / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,blue,,mixed,stick,no
breitling,colt,a7738853/g793/406x/a14ba.1,colt lady diamond / stratus silver / calf / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,silver,,mixed,stick,no
breitling,colt,a7738853/g793/133s/a14s.1,colt lady diamond / stratus silver / rubber / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,silver,,mixed,stick,no
breitling,colt,a7738853/a770/175a,colt lady diamond / pearl / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a7738853/a770/238x/a14ba.1,colt lady diamond / pearl / sahara / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a77388531a1a1(aka: a7738853/a769/175a),colt lady diamond / pearl diamond / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a1338811/c914/112x/a20d.1,colt chronograph automatic stainless steel / mariner blue / calf / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811/c914/435x/a20ba.1,colt chronograph automatic stainless steel / mariner blue / calf / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811/c914/436x/a20d.1,colt chronograph automatic stainless steel / mariner blue / calf / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811/c914/437x/a20ba.1,colt chronograph automatic stainless steel / mariner blue / calf / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811/g804/436x/a20d.1,colt chronograph automatic stainless steel / stratus silver / calf / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a1338811/bd83/112x/a20d.1,colt chronograph automatic stainless steel / volcano black / calf / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a1338811/bd83/153s/a20d.2,colt chronograph automatic stainless steel / volcano black / rubber / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a1338811/bd83/157s/a20d.2,colt chronograph automatic stainless steel / volcano black / rubber / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a1338811/bd83/434x/a20d.1,colt chronograph automatic stainless steel / volcano black / calf / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a7438911/a771/215x/a16ba.1,colt 36 pearl diamond / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/a771/237s/a16s.1,colt 36 pearl diamond / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/a771/249x/a16d.1,colt 36 pearl diamond / sahara / folding,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/a772/217x/a16ba.1,colt 36 pearl / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a77388111g1x1(aka: a7738811/g793/211x/a14ba.1),colt lady stratus silver / sahara / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,silver,,mixed,stick,no
breitling,colt,a133884y/be68/173a,colt chronograph automatic stainless steel / black / japan special edition,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a7438010.g598.428x,colt quartz silver / calf,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2006 - 2011,stainless steel,sapphire,closed,round,41.10 mm,13.60 mm,20.00 mm,silver,,arabic numerals,stick,no
breitling,colt,a7438710.bb50.435x,colt 44 black / calf,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,14.00 mm,22.00 mm,black,,arabic numerals,stick,no
breitling,colt,a7438710.c849.105x,colt 44 blue / calf,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,14.00 mm,22.00 mm,blue,,arabic numerals,stick,no
breitling,colt,a7438710.c849.145s,colt 44 blue / rubber,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,14.00 mm,22.00 mm,blue,,arabic numerals,stick,no
breitling,colt,a7438710.g743.157a,colt 44 silver / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,14.00 mm,22.00 mm,white,,arabic numerals,stick,no
breitling,colt,a77388111b1a1(aka: a7738811/bd46/175a),colt lady volcano black / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,black,,mixed,stick,no
breitling,colt,a1738811.g791.152s,colt 44 automatic stratus silver / rubber,"breitling caliber caliber 17hours, minutes, seconds | date",2014,stainless steel,sapphire,closed,round,44.00 mm,11.25 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a7738811/c908/175a,colt lady mariner blue / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,blue,,mixed,stick,no
breitling,colt,a7438911/a771/238s/a16s.1,colt 36 pearl diamond / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/g803/217x/a16ba.1,colt 36 stratus silver / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,silver,,mixed,stick,no
breitling,colt,a1338811/bd83/227s/a20s.1,colt chronograph automatic stainless steel / volcano black / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a1338811/g804/227s/a20s.1,colt chronograph automatic stainless steel / stratus silver / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a7338811/bd43/227s/a20s.1,colt chronograph volcano black / rubber / pin,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a7338811/bd43/433x/a20ba.1,colt chronograph volcano black / calf / pin,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a7338811/g790/228s/a20s.1,colt chronograph stratus silver / rubber / pin,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a1731311.c934.182a,colt 41 automatic mariner blue / bracelet,"breitling caliber caliber 17hours, minutes, seconds | date",2016,stainless steel,sapphire,closed,round,41.00 mm,10.70 mm,20.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1731311.c934.428x,colt 41 automatic mariner blue / calf,"breitling caliber caliber 17hours, minutes, seconds | date",2016,stainless steel,sapphire,closed,round,41.00 mm,10.70 mm,20.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1731311.g820.150s,colt 41 automatic stratus silver / rubber,"breitling caliber caliber 17hours, minutes, seconds | date",2016,stainless steel,sapphire,closed,round,41.00 mm,10.70 mm,20.00 mm,black,,stick / dot,stick,no
breitling,colt,a1731311.g820.225s,colt 41 automatic stratus silver / rubber,"breitling caliber caliber 17hours, minutes, seconds | date",2016,stainless steel,sapphire,closed,round,41.00 mm,10.70 mm,20.00 mm,black,,stick / dot,stick,no
breitling,colt,a1738811.c906.433x,colt 44 automatic mariner blue / calf,"breitling caliber caliber 17hours, minutes, seconds | date",2014,stainless steel,sapphire,closed,round,44.00 mm,11.25 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1738811.bd44.435x,colt 44 automatic volcano black / calf,"breitling caliber caliber 17hours, minutes, seconds | date",2014,stainless steel,sapphire,closed,round,44.00 mm,11.25 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a7438811/g792/433x/a20ba.1,colt quartz stratus silver / calf / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,silver,,mixed,stick,no
breitling,colt,a7438811/c907/105x/a20ba.1,colt quartz mariner blue / calf / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,blue,,mixed,stick,no
breitling,colt,a7438811/c907/433x/a20ba.1,colt quartz mariner blue / calf,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,blue,,mixed,stick,no
breitling,colt,a7438811/c907/145s/a20s.1,colt quartz mariner blue / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,blue,,mixed,stick,no
breitling,colt,a7438811/c907/158s/a20s.1,colt quartz mariner blue / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,blue,,mixed,stick,no
breitling,colt,a7438911/a772/237s/a16s.1,colt 36 pearl / rubber,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a7438911/a771/230s/a16s.1,colt 36 pearl diamond / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/a771/414x/a16ba.1,colt 36 pearl diamond / calf / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/a771/236x/a16ba.1,colt 36 pearl diamond / sahara,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/g803/416x/a16ba.1,colt 36 stratus silver / calf / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,silver,,mixed,stick,no
breitling,colt,a7438911/g803/230s/a16s.1,colt 36 stratus silver / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,silver,,mixed,stick,no
breitling,colt,a7438911/bd82/178a,colt 36 volcano black / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,black,,mixed,stick,no
breitling,colt,a74389111b1x1(aka: a7438911/bd82/213x/a16ba.1),colt 36 volcano black / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,black,,mixed,stick,no
breitling,colt,a7438911/bd82/231s/a16s.1,colt 36 volcano black / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,black,,mixed,stick,no
breitling,colt,a7438911/c913/215x/a16ba.1,colt 36 mariner blue / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,blue,,mixed,stick,no
breitling,colt,a7438911/c913/230s/a16s.1,colt 36 mariner blue / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,blue,,mixed,stick,no
breitling,colt,a7438953.a772.412x,colt 36 diamond / pearl / calf,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a7438953.a772.414x,colt 36 diamond / pearl / calf,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a7438953.a772.242x,colt 36 diamond / pearl / sahara,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a7438953.a772.217x,colt 36 diamond / pearl / sahara,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a7438953.a771.178a,colt 36 diamond / pearl diamond / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
